Power Law graph parameters:
m=2	 alpha=2.5	 Nv=5000	 Ne=30000
beta=37 	  p=0.666667 
3578	653	454
3579	653	407
3580	654	592
3581	654	233
3582	307	45
3583	53	71
3584	655	536
3585	655	505
3586	536	237
3587	493	280
3588	399	477
3589	276	507
3590	348	308
3591	612	462
3592	358	57
3593	342	173
3594	652	469
3595	253	293
3596	656	361
3597	656	599
3598	597	37
3599	270	509
3600	604	640
3601	467	602
3602	202	348
3603	579	312
3604	657	86
3605	657	320
3606	76	112
3607	313	419
3608	127	532
3609	584	628
3610	137	644
3611	319	22
3612	658	31
3613	658	354
3614	659	187
3615	659	111
3616	660	292
3617	660	220
3618	96	205
3619	289	327
3620	540	411
3621	494	640
3622	296	420
3623	157	619
3624	594	273
3625	485	318
3626	199	574
3627	658	214
3628	526	371
3629	328	205
3630	661	383
3631	661	388
3632	574	520
3633	93	262
3634	133	430
3635	196	652
3636	148	214
3637	246	152
3638	656	445
3639	611	219
3640	449	401
3641	323	539
3642	602	503
3643	609	269
3644	662	325
3645	662	474
3646	619	103
3647	350	192
3648	488	17
3649	28	383
3650	163	412
3651	208	556
3652	601	193
3653	643	343
3654	598	636
3655	592	643
3656	663	622
3657	663	598
3658	469	503
3659	490	293
3660	664	566
3661	664	633
3662	525	270
3663	332	536
3664	34	154
3665	310	297
3666	341	661
3667	437	661
3668	258	385
3669	472	575
3670	495	251
3671	468	591
3672	617	513
3673	458	607
3674	665	611
3675	665	586
3676	647	606
3677	573	468
3678	666	169
3679	666	169
3680	667	474
3681	667	473
3682	549	391
3683	336	379
3684	17	556
3685	548	408
3686	668	389
3687	668	655
3688	482	330
3689	96	374
3690	669	667
3691	669	492
3692	670	436
3693	670	467
3694	671	617
3695	671	339
3696	672	197
3697	672	105
3698	309	623
3699	567	650
3700	673	645
3701	673	99
3702	113	258
3703	145	664
3704	674	480
3705	674	81
3706	154	237
3707	596	61
3708	640	406
3709	451	581
3710	675	428
3711	675	327
3712	676	668
3713	676	201
3714	677	623
3715	677	41
3716	526	638
3717	334	233
3718	678	54
3719	678	293
3720	397	394
3721	295	659
3722	237	629
3723	551	167
3724	228	140
3725	575	293
3726	560	265
3727	663	503
3728	628	347
3729	652	173
3730	160	645
3731	500	587
3732	679	612
3733	679	401
3734	680	294
3735	680	415
3736	305	227
3737	97	60
3738	681	428
3739	681	615
3740	682	501
3741	682	445
3742	158	587
3743	478	411
3744	572	141
3745	29	200
3746	683	599
3747	683	511
3748	684	452
3749	684	431
3750	525	637
3751	66	650
3752	527	280
3753	682	600
3754	685	570
3755	685	641
3756	686	606
3757	686	622
3758	687	588
3759	687	347
3760	688	640
3761	688	400
3762	689	568
3763	689	224
3764	690	551
3765	690	3
3766	187	535
3767	481	430
3768	691	649
3769	691	631
3770	692	196
3771	692	571
3772	429	491
3773	474	244
3774	693	418
3775	693	615
3776	694	352
3777	694	593
3778	359	658
3779	472	327
3780	695	366
3781	695	573
3782	62	510
3783	525	530
3784	696	538
3785	696	537
3786	697	399
3787	697	538
3788	112	523
3789	99	429
3790	220	193
3791	95	609
3792	278	103
3793	643	667
3794	447	1
3795	539	470
3796	698	433
3797	698	685
3798	193	586
3799	698	561
3800	623	691
3801	120	213
3802	252	349
3803	268	91
3804	699	558
3805	699	227
3806	700	176
3807	700	54
3808	701	152
3809	701	224
3810	702	178
3811	702	2
3812	322	217
3813	589	644
3814	646	290
3815	332	303
3816	335	584
3817	634	21
3818	592	232
3819	684	523
3820	431	602
3821	385	658
3822	329	701
3823	515	309
3824	594	341
3825	470	664
3826	90	593
3827	449	504
3828	592	251
3829	599	334
3830	357	232
3831	211	301
3832	306	347
3833	487	280
3834	703	591
3835	703	598
3836	704	516
3837	704	604
3838	705	436
3839	705	513
3840	368	87
3841	661	587
3842	706	540
3843	706	295
3844	189	676
3845	478	432
3846	258	441
3847	662	367
3848	545	272
3849	286	555
3850	193	187
3851	355	195
3852	707	226
3853	707	698
3854	642	41
3855	601	197
3856	278	328
3857	92	214
3858	413	705
3859	337	499
3860	708	289
3861	708	393
3862	709	302
3863	709	520
3864	653	264
3865	658	393
3866	710	591
3867	710	600
3868	461	650
3869	196	183
3870	414	457
3871	270	421
3872	711	248
3873	711	551
3874	614	367
3875	368	2
3876	452	505
3877	146	71
3878	712	461
3879	712	389
3880	442	91
3881	305	96
3882	123	574
3883	633	376
3884	329	203
3885	698	537
3886	713	111
3887	713	475
3888	714	606
3889	714	182
3890	715	637
3891	715	20
3892	716	549
3893	716	290
3894	717	662
3895	717	567
3896	175	569
3897	562	472
3898	718	464
3899	718	230
3900	638	453
3901	135	309
3902	433	496
3903	166	463
3904	315	434
3905	403	249
3906	283	327
3907	191	414
3908	267	34
3909	592	271
3910	344	427
3911	84	717
3912	316	618
3913	158	601
3914	719	704
3915	719	644
3916	440	322
3917	623	401
3918	720	314
3919	720	4
3920	721	594
3921	721	162
3922	722	310
3923	722	613
3924	693	53
3925	118	505
3926	618	449
3927	366	156
3928	411	348
3929	301	463
3930	514	618
3931	234	648
3932	723	406
3933	723	459
3934	373	257
3935	526	344
3936	724	354
3937	724	547
3938	336	551
3939	619	340
3940	712	692
3941	673	659
3942	125	557
3943	582	496
3944	725	387
3945	725	201
3946	540	15
3947	302	536
3948	726	548
3949	726	681
3950	221	204
3951	451	659
3952	592	546
3953	90	339
3954	319	502
3955	242	457
3956	727	555
3957	727	246
3958	374	426
3959	435	274
3960	478	670
3961	496	699
3962	28	452
3963	402	167
3964	728	194
3965	728	54
3966	729	417
3967	729	353
3968	371	356
3969	212	218
3970	294	648
3971	711	250
3972	579	575
3973	154	287
3974	730	531
3975	730	392
3976	731	433
3977	731	495
3978	594	318
3979	628	352
3980	525	521
3981	577	636
3982	391	98
3983	119	549
3984	86	83
3985	276	381
3986	732	572
3987	732	729
3988	525	547
3989	136	371
3990	733	626
3991	733	444
3992	699	648
3993	81	208
3994	320	658
3995	674	586
3996	477	80
3997	599	377
3998	375	682
3999	663	530
4000	7	345
4001	527	264
4002	12	121
4003	220	468
4004	734	533
4005	734	485
4006	735	117
4007	735	494
4008	393	391
4009	593	129
4010	736	620
4011	736	166
4012	460	254
4013	12	109
4014	315	439
4015	106	237
4016	737	458
4017	737	524
4018	396	96
4019	10	386
4020	738	734
4021	738	379
4022	739	571
4023	739	711
4024	740	113
4025	740	703
4026	741	620
4027	741	606
4028	742	445
4029	742	639
4030	437	578
4031	556	251
4032	743	558
4033	743	658
4034	246	337
4035	605	608
4036	744	427
4037	744	374
4038	549	302
4039	7	722
4040	745	726
4041	745	510
4042	746	346
4043	746	690
4044	518	474
4045	618	551
4046	747	589
4047	747	739
4048	358	630
4049	147	419
4050	748	618
4051	748	508
4052	749	545
4053	749	706
4054	750	334
4055	750	425
4056	291	652
4057	685	88
4058	386	379
4059	253	140
4060	248	329
4061	532	332
4062	747	304
4063	113	372
4064	751	132
4065	751	603
4066	146	521
4067	180	110
4068	435	341
4069	643	384
4070	1	538
4071	743	566
4072	455	595
4073	275	97
4074	188	482
4075	511	442
4076	752	250
4077	752	543
4078	337	262
4079	464	523
4080	328	576
4081	520	594
4082	629	475
4083	615	255
4084	640	319
4085	656	242
4086	377	652
4087	337	750
4088	574	328
4089	368	713
4090	753	559
4091	753	610
4092	608	167
4093	296	492
4094	532	437
4095	607	249
4096	421	639
4097	554	696
4098	754	543
4099	754	384
4100	566	679
4101	169	662
4102	755	710
4103	755	402
4104	488	409
4105	581	584
4106	702	677
4107	649	575
4108	756	741
4109	756	230
4110	757	145
4111	757	570
4112	758	649
4113	758	451
4114	518	214
4115	481	697
4116	759	81
4117	759	423
4118	760	288
4119	760	631
4120	456	723
4121	712	633
4122	47	608
4123	406	287
4124	734	100
4125	748	446
4126	761	734
4127	761	587
4128	638	636
4129	571	224
4130	731	152
4131	664	605
4132	639	460
4133	173	497
4134	762	438
4135	762	617
4136	706	756
4137	491	646
4138	464	587
4139	239	115
4140	763	519
4141	763	174
4142	161	655
4143	581	323
4144	764	346
4145	764	400
4146	765	502
4147	765	611
4148	303	358
4149	577	376
4150	766	232
4151	766	715
4152	767	350
4153	767	583
4154	331	762
4155	269	294
4156	425	178
4157	628	60
4158	188	549
4159	536	39
4160	239	592
4161	645	55
4162	478	440
4163	333	704
4164	768	677
4165	768	106
4166	527	199
4167	457	583
4168	610	44
4169	685	550
4170	769	331
4171	769	133
4172	770	499
4173	770	70
4174	418	154
4175	731	505
4176	771	318
4177	771	7
4178	632	563
4179	34	313
4180	233	703
4181	148	584
4182	477	312
4183	522	421
4184	699	24
4185	752	180
4186	651	319
4187	612	543
4188	772	442
4189	772	125
4190	138	125
4191	498	736
4192	251	297
4193	648	430
4194	26	520
4195	70	198
4196	773	69
4197	773	113
4198	774	396
4199	774	87
4200	576	259
4201	534	90
4202	533	449
4203	147	483
4204	775	328
4205	775	317
4206	776	450
4207	776	697
4208	777	134
4209	777	510
4210	434	248
4211	92	262
4212	778	749
4213	778	311
4214	779	456
4215	779	407
4216	446	756
4217	753	517
4218	489	510
4219	763	379
4220	714	480
4221	152	650
4222	618	279
4223	778	359
4224	155	144
4225	505	115
4226	780	528
4227	780	80
4228	781	343
4229	781	570
4230	747	207
4231	534	499
4232	782	647
4233	782	469
4234	732	679
4235	661	569
4236	237	443
4237	588	643
4238	1	618
4239	473	521
4240	783	694
4241	783	179
4242	464	441
4243	622	407
4244	588	587
4245	513	38
4246	770	586
4247	466	563
4248	784	392
4249	784	363
4250	66	768
4251	771	644
4252	785	511
4253	785	196
4254	99	145
4255	589	325
4256	440	619
4257	497	755
4258	34	368
4259	599	403
4260	174	433
4261	375	766
4262	586	691
4263	430	698
4264	786	157
4265	786	228
4266	729	115
4267	723	397
4268	499	462
4269	598	607
4270	75	46
4271	174	671
4272	787	636
4273	787	2
4274	222	342
4275	413	476
4276	788	434
4277	788	356
4278	42	169
4279	504	779
4280	543	666
4281	586	723
4282	5	379
4283	232	35
4284	789	779
4285	789	310
4286	773	8
4287	523	299
4288	279	665
4289	159	657
4290	790	770
4291	790	235
4292	584	332
4293	435	445
4294	791	597
4295	791	364
4296	792	595
4297	792	625
4298	793	386
4299	793	98
4300	752	351
4301	255	706
4302	794	497
4303	794	733
4304	68	552
4305	430	299
4306	162	392
4307	637	589
4308	795	685
4309	795	768
4310	184	199
4311	190	619
4312	796	583
4313	796	420
4314	577	337
4315	735	687
4316	92	555
4317	419	747
4318	752	196
4319	380	468
4320	797	228
4321	797	670
4322	573	466
4323	631	657
4324	138	678
4325	764	158
4326	485	723
4327	337	480
4328	798	248
4329	798	208
4330	799	320
4331	799	666
4332	800	131
4333	800	529
4334	348	68
4335	217	509
4336	801	454
4337	801	479
4338	802	131
4339	802	525
4340	803	540
4341	803	607
4342	804	174
4343	804	652
4344	379	789
4345	663	706
4346	773	642
4347	331	531
4348	52	588
4349	495	581
4350	805	220
4351	805	177
4352	568	705
4353	282	196
4354	806	680
4355	806	507
4356	241	746
4357	136	415
4358	807	781
4359	807	495
4360	611	386
4361	765	760
4362	808	215
4363	808	352
4364	370	150
4365	461	476
4366	668	595
4367	584	244
4368	610	525
4369	173	155
4370	809	217
4371	809	21
4372	298	487
4373	809	275
4374	613	355
4375	770	807
4376	594	508
4377	319	35
4378	7	17
4379	275	422
4380	752	128
4381	504	406
4382	13	147
4383	331	352
4384	810	673
4385	810	489
4386	343	337
4387	524	254
4388	438	574
4389	774	550
4390	761	601
4391	596	794
4392	769	808
4393	606	580
4394	417	300
4395	204	426
4396	656	649
4397	590	561
4398	740	397
4399	622	330
4400	525	150
4401	787	377
4402	576	177
4403	651	557
4404	185	617
4405	375	322
4406	748	365
4407	470	140
4408	390	755
4409	789	520
4410	811	807
4411	811	628
4412	653	525
4413	426	708
4414	801	419
4415	48	797
4416	812	79
4417	812	751
4418	571	771
4419	584	789
4420	767	147
4421	470	722
4422	86	17
4423	231	592
4424	509	722
4425	598	386
4426	808	464
4427	726	508
4428	504	138
4429	417	469
4430	487	789
4431	782	646
4432	223	107
4433	309	38
4434	398	812
4435	546	299
4436	720	319
4437	302	736
4438	813	177
4439	813	534
4440	814	673
4441	814	579
4442	497	381
4443	801	458
4444	432	689
4445	459	538
4446	327	530
4447	332	188
4448	815	523
4449	815	580
4450	738	519
4451	178	318
4452	763	143
4453	730	699
4454	785	630
4455	505	358
4456	553	58
4457	241	297
4458	326	732
4459	800	731
4460	816	774
4461	816	622
4462	154	751
4463	222	352
4464	817	427
4465	817	329
4466	818	266
4467	818	610
4468	819	387
4469	819	189
4470	820	28
4471	820	815
4472	144	153
4473	631	261
4474	821	561
4475	821	707
4476	667	545
4477	278	680
4478	314	794
4479	438	707
4480	631	571
4481	349	448
4482	520	511
4483	502	261
4484	498	139
4485	616	487
4486	785	303
4487	780	29
4488	608	623
4489	345	408
4490	822	95
4491	822	497
4492	823	782
4493	823	162
4494	218	795
4495	502	813
4496	824	821
4497	824	801
4498	616	505
4499	52	361
4500	163	684
4501	748	771
4502	682	824
4503	381	630
4504	186	626
4505	261	633
4506	825	820
4507	825	106
4508	769	714
4509	636	591
4510	474	111
4511	120	536
4512	587	401
4513	60	312
4514	826	416
4515	826	291
4516	639	44
4517	788	620
4518	291	708
4519	702	93
4520	640	636
4521	491	258
4522	508	637
4523	589	15
4524	62	318
4525	283	455
4526	469	189
4527	397	270
4528	530	214
4529	271	586
4530	711	194
4531	622	726
4532	415	666
4533	474	614
4534	780	535
4535	728	224
4536	827	601
4537	827	600
4538	664	622
4539	450	407
4540	515	793
4541	809	322
4542	166	723
4543	391	818
4544	542	702
4545	603	779
4546	828	758
4547	828	788
4548	727	130
4549	422	361
4550	484	702
4551	600	244
4552	480	62
4553	399	572
4554	829	469
4555	829	637
4556	562	816
4557	412	759
4558	492	729
4559	716	340
4560	830	474
4561	830	592
4562	223	320
4563	640	539
4564	831	624
4565	831	610
4566	366	448
4567	122	465
4568	494	569
4569	503	488
4570	832	768
4571	832	443
4572	363	619
4573	687	792
4574	833	21
4575	833	478
4576	834	405
4577	834	561
4578	274	347
4579	180	512
4580	613	809
4581	412	582
4582	451	546
4583	291	517
4584	835	69
4585	835	142
4586	396	814
4587	638	576
4588	836	276
4589	836	691
4590	837	366
4591	837	513
4592	791	663
4593	587	483
4594	90	225
4595	262	118
4596	809	397
4597	630	109
4598	303	542
4599	109	430
4600	838	330
4601	838	102
4602	839	502
4603	839	708
4604	757	608
4605	413	386
4606	541	491
4607	764	662
4608	840	590
4609	840	607
4610	333	574
4611	559	649
4612	147	253
4613	158	99
4614	841	784
4615	841	781
4616	842	660
4617	842	429
4618	843	370
4619	843	387
4620	737	621
4621	772	408
4622	115	700
4623	25	745
4624	828	586
4625	477	647
4626	844	738
4627	844	353
4628	845	325
4629	845	674
4630	846	307
4631	846	382
4632	349	540
4633	153	80
4634	566	540
4635	484	58
4636	362	443
4637	833	205
4638	494	718
4639	384	815
4640	847	649
4641	847	560
4642	848	151
4643	848	688
4644	111	274
4645	393	105
4646	729	744
4647	200	749
4648	403	551
4649	564	580
4650	445	808
4651	419	639
4652	313	496
4653	778	622
4654	753	412
4655	705	555
4656	849	83
4657	849	582
4658	797	810
4659	368	715
4660	425	407
4661	259	380
4662	850	848
4663	850	622
4664	511	116
4665	740	769
4666	618	49
4667	672	27
4668	851	34
4669	851	114
4670	107	714
4671	562	653
4672	262	414
4673	788	32
4674	173	362
4675	777	337
4676	646	194
4677	647	392
4678	852	575
4679	852	691
4680	853	638
4681	853	710
4682	285	635
4683	449	680
4684	811	132
4685	197	312
4686	568	408
4687	689	448
4688	299	412
4689	80	705
4690	479	705
4691	22	452
4692	87	593
4693	497	609
4694	854	265
4695	854	543
4696	855	260
4697	855	455
4698	856	208
4699	856	739
4700	835	523
4701	801	557
4702	773	524
4703	745	744
4704	222	655
4705	440	41
4706	841	89
4707	727	834
4708	857	718
4709	857	649
4710	487	827
4711	67	178
4712	719	653
4713	678	263
4714	588	482
4715	773	290
4716	64	347
4717	563	797
4718	858	180
4719	858	404
4720	25	836
4721	512	835
4722	454	315
4723	696	585
4724	501	465
4725	699	846
4726	446	669
4727	691	577
4728	559	283
4729	627	663
4730	261	499
4731	418	841
4732	541	713
4733	285	259
4734	710	813
4735	844	849
4736	859	11
4737	859	542
4738	462	573
4739	719	322
4740	860	184
4741	860	349
4742	857	99
4743	734	271
4744	193	468
4745	361	554
4746	381	250
4747	242	218
4748	489	845
4749	446	113
4750	642	261
4751	801	145
4752	140	739
4753	578	262
4754	498	827
4755	232	672
4756	861	408
4757	861	327
4758	862	846
4759	862	554
4760	22	845
4761	669	801
4762	863	379
4763	863	495
4764	864	287
4765	864	534
4766	1	151
4767	562	312
4768	757	349
4769	610	632
4770	186	585
4771	220	109
4772	562	850
4773	769	565
4774	865	49
4775	865	545
4776	866	583
4777	866	497
4778	452	468
4779	701	837
4780	297	199
4781	433	351
4782	696	132
4783	450	761
4784	489	284
4785	447	600
4786	867	242
4787	867	415
4788	868	130
4789	868	301
4790	241	495
4791	694	651
4792	405	514
4793	531	198
4794	869	546
4795	869	409
4796	800	117
4797	490	677
4798	215	125
4799	419	501
4800	870	661
4801	870	87
4802	717	843
4803	502	754
4804	176	807
4805	637	484
4806	758	665
4807	507	338
4808	871	677
4809	871	312
4810	422	197
4811	399	806
4812	159	226
4813	817	596
4814	872	373
4815	872	579
4816	371	236
4817	616	110
4818	610	403
4819	282	646
4820	873	719
4821	873	440
4822	650	373
4823	869	277
4824	609	791
4825	693	848
4826	48	808
4827	91	477
4828	874	440
4829	874	349
4830	556	632
4831	790	737
4832	600	535
4833	835	141
4834	409	530
4835	501	106
4836	289	832
4837	781	730
4838	875	679
4839	875	361
4840	876	158
4841	876	15
4842	822	821
4843	658	297
4844	584	703
4845	833	644
4846	636	472
4847	759	143
4848	574	300
4849	789	431
4850	776	689
4851	376	495
4852	72	651
4853	666	549
4854	877	664
4855	877	564
4856	513	662
4857	277	387
4858	781	827
4859	781	86
4860	878	545
4861	878	307
4862	738	867
4863	567	820
4864	820	877
4865	510	815
4866	558	723
4867	512	854
4868	879	567
4869	879	213
4870	695	398
4871	189	698
4872	336	369
4873	850	538
4874	812	521
4875	427	716
4876	880	574
4877	880	495
4878	881	717
4879	881	525
4880	555	314
4881	810	574
4882	20	811
4883	841	858
4884	668	132
4885	628	522
4886	882	598
4887	882	688
4888	220	185
4889	791	659
4890	883	525
4891	883	521
4892	376	490
4893	833	692
4894	656	822
4895	570	287
4896	884	542
4897	884	570
4898	559	851
4899	748	409
4900	885	498
4901	885	587
4902	886	404
4903	886	645
4904	130	825
4905	276	481
4906	175	749
4907	150	525
4908	887	771
4909	887	180
4910	888	533
4911	888	237
4912	591	505
4913	603	262
4914	889	175
4915	889	134
4916	888	847
4917	505	429
4918	890	457
4919	890	295
4920	103	571
4921	536	807
4922	891	261
4923	891	436
4924	827	514
4925	823	455
4926	810	362
4927	264	414
4928	892	804
4929	892	566
4930	893	165
4931	893	475
4932	894	655
4933	894	276
4934	895	636
4935	895	453
4936	366	469
4937	196	323
4938	640	751
4939	849	858
4940	736	507
4941	782	873
4942	311	529
4943	637	410
4944	896	529
4945	896	684
4946	897	219
4947	897	263
4948	898	423
4949	898	575
4950	899	156
4951	899	540
4952	528	771
4953	646	826
4954	714	285
4955	775	840
4956	397	819
4957	565	285
4958	240	263
4959	608	816
4960	840	495
4961	512	786
4962	900	449
4963	900	759
4964	901	460
4965	901	434
4966	902	831
4967	902	853
4968	903	528
4969	903	403
4970	324	542
4971	411	404
4972	227	206
4973	557	392
4974	813	597
4975	157	131
4976	904	788
4977	904	494
4978	905	781
4979	905	229
4980	211	558
4981	735	214
4982	875	451
4983	107	846
4984	906	685
4985	906	667
4986	402	836
4987	13	547
4988	894	177
4989	513	238
4990	47	191
4991	692	706
4992	907	382
4993	907	636
4994	908	626
4995	908	342
4996	508	297
4997	695	267
4998	909	89
4999	909	499
5000	452	712
5001	663	861
5002	910	792
5003	910	784
5004	497	880
5005	569	339
5006	911	740
5007	911	403
5008	494	632
5009	422	285
5010	901	569
5011	843	751
5012	912	374
5013	912	548
5014	504	354
5015	749	284
5016	681	18
5017	74	161
5018	540	169
5019	155	870
5020	913	703
5021	913	871
5022	682	483
5023	288	274
5024	897	536
5025	385	507
5026	793	505
5027	803	691
5028	283	557
5029	347	870
5030	914	427
5031	914	859
5032	915	880
5033	915	410
5034	679	92
5035	493	613
5036	867	445
5037	662	648
5038	916	232
5039	916	438
5040	753	908
5041	144	669
5042	652	744
5043	507	339
5044	873	186
5045	625	94
5046	278	397
5047	729	78
5048	108	564
5049	360	702
5050	261	776
5051	912	407
5052	917	532
5053	917	714
5054	813	743
5055	249	870
5056	918	590
5057	918	668
5058	353	414
5059	897	492
5060	529	607
5061	601	441
5062	522	624
5063	481	409
5064	919	700
5065	919	724
5066	882	531
5067	425	209
5068	779	381
5069	777	758
5070	644	737
5071	502	108
5072	920	837
5073	920	904
5074	664	765
5075	544	856
5076	921	370
5077	921	826
5078	74	776
5079	104	885
5080	922	503
5081	922	891
5082	923	325
5083	923	598
5084	924	765
5085	924	365
5086	535	2
5087	344	511
5088	607	320
5089	891	543
5090	925	166
5091	925	872
5092	629	654
5093	542	502
5094	707	323
5095	528	341
5096	926	785
5097	926	497
